genes	geneNames	C20_1	C20_2	C20_3	G20_1	G20_2	G20_3	GA20_1	GA20_2	GA20_3	L20_1	L20_2	L20_3	L20_4	L20_5	L20_6	L20_7	L20_8	X20_1	X20_2	X20_3
CIC11T00000001571	 COR1	12.29553224	12.13003451	11.10006112	11.81947455	12.10428364	11.91214985	11.66069249	11.56734397	11.75905442	11.32565243	11.48833924	11.49696538	11.56497512	11.40648312	11.5805998	11.54788658	11.5411469	12.40550462	12.45944691	12.31264875
CIC11T00000002792	 LAT1	12.79318516	12.61614556	11.43466911	12.89335204	13.04783301	12.80820636	11.39311175	11.27250415	11.44782149	11.71003784	12.02357513	12.0529284	12.22405519	11.7666762	12.11022223	12.07641013	12.14457588	12.80941631	13.02505623	12.8415579
CIC11T00000003438	 rnh201	7.10756065	7.33737672	7.130440101	7.101504406	7.270561649	7.060428562	6.402806722	6.217624833	6.45252194	7.579484648	7.65651976	7.736244089	7.621600023	7.533614886	7.526786434	7.5017647	7.570067116	7.256656557	7.186454709	7.197266499
CIC11T00000004040	 FLX1	2.970342036	2.954713923	2.465591145	4.478888589	3.812662885	4.699107571	3.089296888	3.040018251	3.210851822	4.131022883	3.819418547	4.234251196	3.849857337	4.338621585	4.432824855	4.151795304	3.473750278	4.180445451	3.379484024	4.17498592
CIC11T00000003506	 TOM7	7.04845625	6.642921845	6.830077351	7.824839197	7.649450577	6.93632107	6.126475697	6.12792406	6.311967702	6.737297225	6.807740374	6.913284192	6.935487237	6.796966028	6.712664664	6.635844605	6.703373238	7.038576876	8.210673607	7.979244619
CIC11T00000001467	 INP52	7.879941668	7.988327152	7.663121004	7.533724535	7.814312539	7.728222848	7.921020655	7.806063366	7.684735983	7.455030451	7.764883637	7.581208323	7.842289501	7.613779156	7.729600518	7.811767772	7.75909358	8.320497024	7.664381942	7.96047237
CIC11T00000005695	 YAF9	4.652538096	4.658953867	5.034153149	4.607336913	4.781510446	4.117382524	4.756231412	4.567300294	4.657082775	4.158658692	4.754787563	4.543060612	4.608199045	4.521919993	4.471389194	4.034682623	4.846206636	4.482740669	4.318890553	4.577852646
CIC11T00000001676	 augustus_masked-chr3-processed-gene-6.112	6.065421495	5.948743022	6.226161811	5.479115034	5.488032213	5.08508907	9.207923653	9.269674015	9.114325586	6.260507298	6.827513514	6.709532457	6.354625894	5.894595923	6.065827769	6.364529286	6.22821127	5.534808188	5.827162994	5.807614321
CIC11T00000000262	 SEC23	8.644973215	8.677236743	9.030865698	7.912789558	8.573413193	8.046898671	8.14915337	8.31962937	8.38445001	7.567323104	7.751363174	7.924331413	7.848478636	7.62557695	7.883901583	8.185419651	8.072627397	8.381087532	8.267558705	8.23162621
CIC11T00000005353	 SPAC1002.16c_2	3.020422331	3.15097098	3.347892498	0.375195863	-0.47310421	0.215449354	1.894796455	2.00307838	2.036910986	2.433002317	2.718713171	2.601071801	2.028719746	1.97709186	2.147424979	2.59926151	2.32635326	-0.091443747	-0.28169593	-0.010762272
CIC11T00000000917	 msk1	7.111729821	7.333581272	7.335114309	8.598551822	8.018886588	8.465195135	6.35715524	6.42806404	6.201467905	7.6939781	7.987077189	7.742761508	8.100132078	7.886630987	8.01835634	8.044541875	8.052173539	7.855439582	7.497938435	7.965607183
CIC11T00000000254	 BEM2	9.576196114	9.716108758	9.633553433	9.07906937	9.336843763	9.750762616	8.57020857	9.249425226	9.165191331	10.1552078	8.963347562	8.958722371	8.977260613	10.24328023	9.048124489	9.072477129	9.200079366	9.698083211	9.250573342	9.592390519
CIC11T00000004541	 OXA1	8.862070476	8.759936541	8.665895079	9.884641708	9.641378381	9.796251257	8.152125344	8.189220461	7.972481076	9.369132248	9.318381673	9.284605356	9.468121121	9.5036586	9.389435166	9.063935023	9.474565504	9.717127889	9.579870643	9.586951213
CIC11T00000001544	 augustus_masked-chr3-processed-gene-6.99	5.410297826	5.436420226	5.56302793	5.290378486	5.406975401	5.608662549	4.619519059	4.521051222	4.436905271	5.476954692	5.282608674	5.510380196	5.302172815	5.270862757	5.355849092	5.216389118	5.08460694	5.453954113	5.662545367	5.672985593
CIC11T00000005907	 SMC6	6.417343578	6.692307238	6.758252184	7.245459864	6.706585654	7.564613095	6.628249225	6.759559164	6.679173773	7.100898358	6.413529651	6.483046732	5.782571419	6.902366123	6.246330856	6.092664704	6.32866715	7.015692502	6.102391332	6.817201464
CIC11T00000002048	 NUP	9.405946028	9.31429362	9.420883408	9.592267326	8.677972492	9.560809813	5.696591683	5.020893658	5.462231303	9.54013852	9.457821181	9.548291927	9.298295435	9.32706561	9.385876926	9.502714237	9.5963044	9.312779502	7.082004804	8.278278606
CIC11T00000004233	 augustus_masked-chr3-processed-gene-6.117	2.662120739	2.542680027	2.674373681	5.187808048	2.758296479	5.864677747	3.322376801	3.453409297	3.71813522	5.238370448	4.155350913	4.325568346	4.099132611	5.157530563	3.837683158	3.850635642	3.737189448	3.643265153	2.370490469	2.817346425
CIC11T00000001991	 snap_masked-chr3-processed-gene-6.70	-0.499412375	-0.66866553	-0.625928709	0.469986291	-0.399130894	0.749505706	-0.553947453	-0.5507729	-0.285575588	0.14731171	-0.183040354	-0.112696555	-0.313877927	0.31386838	0.063860231	-0.730224448	-0.456921041	-0.251498574	-0.675384212	-0.535344496
CIC11T00000001941	 YBR137w	8.108173498	7.969477026	8.29100302	8.444682157	7.933403856	7.763538598	6.580736424	5.744338113	5.804204362	7.59359602	8.167212728	8.364046669	8.00966546	7.413884699	7.980230771	7.857219797	7.763748614	8.045117615	8.746103584	8.217896459
CIC11T00000001341	 FMP42	9.918208024	9.832235462	10.1972137	10.56322884	10.86754135	10.68759707	9.247779427	9.31468539	9.528602887	9.762587098	9.418635024	9.392115113	9.377639055	9.687669471	9.387656876	9.342716816	9.455918483	10.22358072	10.4615172	10.32294583
CIC11T00000000303	 DCS1	5.69717807	5.792617487	5.9774286	5.578237163	5.698635886	5.421106159	5.339468253	5.411430364	5.161758932	4.854422142	5.292475681	5.401208803	5.382682697	5.029446153	5.042620185	4.915278113	4.88724403	5.252458255	5.347262535	5.117456738
CIC11T00000004906	 YJR111c	6.848580707	6.932703491	6.77036271	5.795103209	6.056141508	5.716732343	7.808302078	7.854368085	7.859954471	7.046300763	7.144634672	7.139763741	6.507093274	6.909357512	6.770538315	6.720380075	6.828552165	5.916669663	6.651901643	6.472932143
CIC11T00000005740	 N2B	4.856718207	5.252823055	5.59427996	4.49631707	4.58699152	4.786508381	4.993177865	5.259463898	5.166272552	5.445334961	5.743331539	5.644945773	5.414278965	5.251737666	5.307502905	5.37579282	5.35257724	4.264392375	4.779329396	4.360332086
CIC11T00000003664	 SPAC19A8.03	5.48377925	6.018910104	5.414748334	5.095979663	5.27816353	5.793073303	5.625420726	5.786693371	5.57820876	6.537329371	6.065388039	6.096023355	5.956687251	6.306922009	5.943707365	6.295611998	6.345048652	5.921020661	5.513447817	6.200635068
CIC11T00000002629	 JIP5	6.046719957	6.169018869	6.33294111	7.255200152	6.740469843	7.269492393	6.833208091	6.926934165	6.660798785	6.015685834	5.958236675	6.007637073	6.286503161	6.544349965	5.951500492	6.181515657	6.061082625	6.267696827	6.333454181	5.936080097
CIC11T00000000724	 SWH1	11.13637991	11.33410133	11.43650746	10.06948111	10.2066361	10.52180226	10.92433925	11.30218166	11.2152524	11.43235912	10.90769911	10.96529928	10.73855042	11.38389399	10.89739953	11.04712865	11.01634547	10.92747861	10.6117838	10.80032854
CIC11T00000001422	 augustus_masked-chr3-processed-gene-6.103	8.345413427	8.353052131	8.916353014	7.588070041	8.593514549	7.782933285	7.574875715	7.769173511	7.768909958	7.086124914	6.821879524	6.624336293	6.730129688	7.31191265	7.147671406	7.054210148	7.024509256	8.353457107	8.538093335	8.224009017
CIC11T00000004361	 RRP4	7.10756065	7.119499962	7.192603241	8.371469062	7.978574167	8.242833281	7.374892316	7.301569837	7.122577119	8.151345481	8.196157171	8.249568138	8.527468079	8.57158155	8.3650333	7.959961085	7.863902172	7.640152119	7.609531167	7.504351971
CIC11T00000000578	 TRM5	7.122122611	7.204952196	7.3766316	8.381508286	8.298619002	8.576493185	7.627515118	7.856075013	7.731486009	6.949130722	6.459293304	6.133044646	6.388044476	7.213303147	6.382489844	6.635844605	6.245217532	8.172880379	7.839176497	7.901470309
CIC11T00000001642	 augustus_masked-chr3-processed-gene-6.126	6.271718288	6.254096663	6.642406461	6.242201319	6.305658401	6.116600088	6.515051742	6.298099959	6.182601748	5.600088949	5.879071545	5.936140248	6.095915253	5.679419455	5.84844244	5.937842549	5.987528546	6.405720627	6.380477717	6.696952323
CIC11T00000002684	 SPCC1494.01_3	7.744017999	7.521789729	8.082216664	9.802826501	9.720074309	9.576139329	7.686293492	7.519292634	7.276127573	6.949130722	5.883083836	5.738336408	5.823726152	6.74353407	5.716157311	5.773852945	5.804574129	9.819562719	9.588869668	10.13792877
CIC11T00000000717	 YML018c	4.003186636	4.05589603	4.233552132	4.470138505	3.720183694	4.991194846	5.815123581	5.946378986	5.825841123	5.315321458	4.754787563	4.814918138	4.974751001	5.311882217	4.764163487	5.026272626	4.557999568	4.360846656	3.558711487	3.985518771
CIC11T00000003135	 fnx2	5.845654758	6.009446468	6.599751203	4.841832083	5.417914038	5.237629914	5.788790749	6.110982114	6.04673273	5.525957143	4.801436985	4.89115386	4.806458937	5.643306396	5.105850594	5.317018383	4.846206636	5.647202031	5.902286286	5.928460851
CIC11T00000003303	 OSH3	9.643933778	9.813011531	10.31862071	8.740258399	9.310101951	9.098211424	8.738599427	8.894362231	8.775158051	9.005444681	8.671001779	8.668591353	8.744138483	9.101616894	8.783506783	9.11464187	8.938374307	9.490317408	9.274559591	9.283675635
CIC11T00000003723	 augustus_masked-chr3-processed-gene-6.128	5.960949968	5.772044498	6.498925188	4.582058186	5.255176844	4.90188978	5.696591683	5.740455913	5.341437301	5.119089515	5.120126342	4.881726093	4.787184731	5.346151892	4.923179314	4.800144739	4.790634993	5.534808188	6.060722064	5.378460266
CIC11T00000003964	 augustus_masked-chr3-processed-gene-6.108	5.948013236	6.166036782	6.503390316	5.460145824	6.01223422	5.144946415	5.878062533	5.535092148	5.825841123	4.946994519	4.225472745	4.736775045	4.483018334	5.073876747	4.134845505	4.319825898	4.588027975	5.642405956	6.105835209	6.080596182
CIC11T00000004536	 NCP1	9.800333223	9.849530856	10.19879817	10.63129128	10.6869243	10.74774046	9.256526068	9.454864089	9.282279232	9.784449985	9.351475837	9.315942159	9.459550976	9.926483368	9.534803866	9.390337033	9.430766693	10.8834389	10.50392269	10.90161372
CIC11T00000004774	 IPK1	5.973826416	6.186842685	6.181225649	5.916560532	5.800761576	6.084148619	6.241086118	6.363876246	6.109038699	6.872398019	6.346750999	6.483046732	6.120485621	6.865344785	6.505679102	6.431704691	6.295599072	6.282967281	5.935441408	6.207533182
CIC11T00000004599	 AIM24_2	6.740066897	6.83274305	7.279746867	7.268128087	7.023868362	7.020316196	6.858671647	6.520058351	6.272588142	6.995622452	7.05101412	7.076487533	7.231458045	6.925018576	7.328497699	7.283322486	6.992878158	7.280040384	7.200058132	7.266851396
CIC11T00000002654	 MKT1	9.335758324	9.416536547	9.903301826	8.97636548	9.116550601	9.06860849	8.762218761	8.83089364	8.680999482	8.654281753	8.393227717	8.458626525	8.376204643	8.693666059	8.385548255	8.544644359	8.656288235	9.650004278	9.516411502	9.52282953
CIC11T00000000746	 COX10	8.957466863	8.9540862	8.999029801	8.907439917	8.837229659	8.977051866	8.423012023	8.564151847	8.392162352	9.613992349	9.077798378	9.119836736	9.094818699	9.473794338	9.102460308	9.180278082	9.154345257	8.847588382	8.822915457	9.227157318
CIC11T00000003933	 RPN8	10.14811496	10.17883216	10.4143232	9.766421876	9.693927386	9.425790879	10.32286643	9.934899139	9.971883713	9.808814026	9.559326392	9.605169612	9.578814286	9.655685719	9.440295749	9.618402138	9.55132617	9.925897342	10.06140798	9.961504722
CIC11T00000004101	 GPN2	7.050591124	7.052385152	7.794498767	6.723247789	6.928677552	6.425713406	7.446066313	7.383940221	7.118174383	6.357115871	6.66791816	6.639574785	6.710624068	6.491579073	6.718510548	6.779119862	6.801254265	6.930963914	7.321408921	7.197266499
CIC11T00000002660	 RBL2	5.398524473	5.21552987	5.454165824	6.164369057	5.519832242	5.169252089	5.258850702	4.745853165	4.694095598	4.826660668	5.776845612	5.688431029	5.491804802	5.012183344	5.749815577	5.236789295	5.774558597	5.598875235	5.538840497	5.775561927
CIC11T00000004033	 BUD27	7.541039688	7.711111516	8.341845122	7.077267799	7.150247545	6.929042945	8.935796421	8.864488704	8.887598192	7.403410937	7.406108093	7.404307945	7.355913404	7.489749035	7.396393832	7.493041915	7.565018898	7.401150399	7.3956433	7.445504361
CIC11T00000000157	 ACH1	13.2064753	13.25373399	13.52531934	12.49455687	12.80665486	12.51395972	13.06595805	13.09902169	13.05889906	13.4693054	13.22331963	13.17009829	13.18994944	13.44241846	13.14507976	13.21835304	13.20292915	13.00807575	13.17346003	12.99444767
CIC11T00000003108	 NUP2	11.23965569	11.31040377	11.45405039	11.40737596	11.690106	11.42454145	10.69514025	10.92592004	10.8903749	10.66838829	10.42576468	10.46136904	10.48877445	10.63620948	10.45854933	10.62451422	10.67478909	11.1169499	11.31991729	11.24487063
CIC11T00000005432	 RPS25A	13.31959489	13.23102181	13.38332778	14.27398011	13.90426722	13.68176126	13.21576022	12.97318872	12.97541865	12.78997127	13.18841341	13.17409574	13.1042704	12.90490701	13.14525262	13.05674318	13.07888739	13.62204469	13.90314869	13.63875555
CIC11T00000002749	 COQ10	6.747284581	6.860393809	6.140645412	9.582393978	8.46505001	9.373707696	6.272956149	5.906392285	5.445863926	9.089267977	8.579266977	8.482224514	8.559179202	9.222607429	8.545716142	8.211283788	8.398070418	7.861543534	7.260371429	8.216365698
CIC11T00000001066	 YHR131c	6.925941648	7.033183113	6.822194899	7.436340201	6.623414635	7.808547592	7.245705897	7.191793359	7.412910369	8.242863602	7.690543542	7.653233755	8.192462637	8.610818222	8.001104585	8.072057807	7.951379222	7.066894328	6.507870713	6.731076053
CIC11T00000002412	 augustus_masked-chr3-processed-gene-7.50	5.131189474	5.070303305	5.525072057	4.607336913	4.75444415	5.798646744	3.271961505	4.316650965	4.285186519	5.944232133	4.772362481	4.291628877	5.046692044	6.070435788	4.988905478	5.236789295	4.734059553	4.331476927	4.554514308	4.764506736
CIC11T00000003313	 HEX1	2.643604591	2.817168668	2.781494061	4.029298276	2.929195037	4.359337273	2.800075685	2.832068599	3.135278395	4.151771992	4.025142604	4.314295139	4.050793893	4.605823482	4.314256617	3.786887993	4.070003132	2.601248854	2.642687705	2.712809469
CIC11T00000003348	 CTR86	5.506603277	5.50901761	6.068138081	5.980640056	6.154528088	6.025772791	6.23787821	6.131299817	6.073140247	4.718861655	4.433578734	4.500731929	4.374811761	5.032887019	4.752489364	4.06436265	4.450614556	5.690007241	5.80806244	5.783609345
CIC11T00000001373	 THR4	11.7749172	11.74949595	12.12984395	12.26759921	12.4033917	12.0203212	12.15920927	11.84645405	11.9189929	10.81077598	10.8408615	10.80352185	10.85265028	10.94836698	10.91406232	11.02261475	10.9372995	12.23856642	12.30357694	12.01487393
CIC11T00000004285	 tam41	6.172028888	6.183880197	6.449303166	6.867004067	6.760589647	7.125335767	5.321742216	5.454669147	5.550637692	6.564690845	6.225704997	6.145273878	6.46442085	6.83497879	6.428545644	6.323393125	6.132710816	7.567679236	6.756281718	7.594036298
CIC11T00000005894	 pac2	1.810673553	1.923137877	2.152122207	8.186832077	6.301683724	8.273192957	1.680620139	2.028225751	1.865654423	4.741865538	4.858786779	4.736775045	5.684140725	5.107616839	5.063843734	4.631505896	4.466178437	7.703990474	4.566140869	7.398250838
CIC11T00000005880	 SAP30	5.603474317	5.420903084	6.380099996	5.778125004	5.866841159	5.801429323	5.576969022	5.411430364	5.482561832	5.530371037	5.44601298	5.144012195	5.982531542	5.446625662	5.807768064	5.395126017	5.533235485	5.985478208	5.103538867	5.843240977
CIC11T00000000390	 SPAC26H5.03	7.982397956	8.152696984	7.944059577	7.60498049	7.857543891	7.487198451	7.097934811	7.214139422	7.129166793	7.629506914	7.493921396	7.393048912	7.488793407	7.691355608	7.431851913	7.710178257	7.683344233	8.697319453	7.9921215	8.635810211
CIC11T00000005076	 CUE1	6.930420255	6.652874125	6.979129971	6.897057778	6.689476194	6.51485147	7.768326581	7.451544467	7.200532629	6.603715552	7.648443309	7.459839313	7.481597773	6.706031027	7.872948317	7.440038597	7.320692007	7.187841717	7.41022489	7.300926461
CIC11T00000000885	 APE1	8.108173498	8.211059181	8.377157303	7.875500479	7.895782008	8.202413548	7.391343778	7.71545602	7.952280561	8.488472837	8.205722816	8.172529519	8.381095522	8.486383433	8.367975864	8.198389092	8.180004407	8.261600449	8.237109217	8.447310066
CIC11T00000004208	 augustus_masked-chr3-processed-gene-7.72	1.466334344	1.164213149	1.015772919	1.27779109	0.719404134	1.582771946	1.946111614	1.684340766	1.903151238	2.374326798	1.927428207	2.196190439	2.451308156	2.149323021	2.224621964	1.575809348	1.473777298	1.473485448	0.298977625	0.899154685
CIC11T00000003367	 HGT1_2	8.24940318	8.155382966	8.460031618	8.915215942	7.092253861	9.943002688	6.991961785	7.146492956	7.359504941	9.936750573	9.080943431	9.085148737	9.218790129	10.13282354	9.208776678	8.488758464	8.540991195	8.460371991	8.216575335	8.367293089
CIC11T00000001743	 augustus_masked-chr3-processed-gene-7.74	13.06077064	12.78201238	11.93285974	11.96544623	11.99092539	12.09374138	11.83944135	11.77656419	12.04444219	12.67942896	12.89635351	12.93632861	12.9757797	12.75145726	12.92962068	12.85768876	12.84671394	12.73689354	12.7607938	12.70039479
CIC11T00000000987	 SEC9	8.388253698	8.619496593	7.538965632	7.216008119	7.380090948	7.624531805	8.308399059	8.800066595	8.823808786	8.382715646	8.160729652	8.137116415	8.026902162	8.333215293	8.052476402	8.425551218	8.319259801	7.606452158	7.077260353	7.300926461
CIC11T00000002416	 snap_masked-chr3-processed-gene-7.105	1.479798857	1.280721583	1.67885574	2.329667506	1.999244379	2.397011253	1.762680118	1.541197017	1.346571318	1.346916217	1.941440894	1.387855772	1.890059119	1.670342911	2.199098166	1.511403842	1.589332461	0.969320594	1.329421297	0.74351389
CIC11T00000002150	 liz1	0.294364695	0.31128473	0.368611167	1.87732754	0.670833918	2.579339327	0.513783547	0.50439114	0.433331416	1.569187694	1.554826317	1.031973252	1.320855141	1.914503955	1.316497853	1.018167627	0.566496829	0.515154542	0.183391358	0.600217972
CIC11T00000001393	 NHP2	9.042353325	9.027332301	9.113344216	10.80220631	10.33434833	10.3406255	9.32847341	8.955899662	8.937616934	9.33818234	9.664875654	9.791370922	9.81539234	9.541523626	9.844537435	9.742284882	9.866823682	9.821893924	10.09705429	9.856902549
CIC11T00000003192	 augustus_masked-chr3-processed-gene-7.58	5.216033525	4.562594602	5.447633136	5.095979663	5.32924074	4.345864288	4.369697855	4.322853182	4.402527114	3.677341855	4.155350913	3.539282074	3.663214358	3.63180709	4.177147617	3.850635642	3.907869418	4.447370087	5.223200831	4.881247945
